age,education,capital-gain,capital-loss,hours-per-week,income
51,14,0,0,40,1
66,7,0,0,26,0
29,10,0,0,30,0
57,10,0,0,40,0
41,13,0,0,40,1
43,9,0,0,32,0
47,10,0,0,40,1
27,9,0,0,20,0
36,9,0,0,30,0
66,10,0,0,40,1
58,12,0,1848,40,1
33,10,0,0,50,0
38,6,0,0,40,0
33,3,0,0,40,0
36,9,0,1902,60,1
52,5,0,0,40,0
17,5,0,0,20,0
29,6,0,0,40,0
55,13,7688,0,38,1
27,13,0,0,45,0
19,10,0,0,40,0
33,12,0,0,56,0
57,14,0,0,40,0
34,10,0,0,40,0
46,13,0,0,45,1
39,11,0,0,40,0
38,11,2354,0,40,0
48,15,0,0,13,0
22,13,0,0,7,0
59,9,0,1762,30,0
59,15,99999,0,40,1
50,10,0,0,70,1
40,10,0,0,40,0
45,11,0,0,40,0
36,9,0,0,36,0
31,11,0,0,40,0
32,10,0,0,55,0
43,13,0,0,44,1
20,9,0,0,40,0
26,9,0,0,40,0
30,10,0,0,40,0
29,9,0,0,40,0
24,13,0,0,40,0
21,10,0,0,60,0
52,9,0,0,40,1
33,9,0,0,40,1
36,11,0,0,60,0
51,13,0,0,40,1
25,9,0,0,40,0
28,12,0,0,40,0
27,5,0,0,40,0
32,13,0,0,32,0
29,13,0,0,40,1
23,3,0,0,12,0
22,10,0,0,40,0
25,10,0,0,45,0
50,4,0,0,40,0
60,2,0,0,40,1
28,10,0,0,40,0
28,10,0,0,40,0
42,13,0,0,45,1
21,13,0,0,45,0
43,9,0,0,40,0
58,10,7688,0,45,1
42,9,0,0,40,0
42,14,2354,0,16,0
43,12,0,0,43,0
32,9,0,0,50,0
29,7,3942,0,50,0
34,9,0,0,40,1
21,10,0,0,40,0
53,9,0,0,35,0
27,13,0,0,50,0
54,9,0,0,40,0
35,9,0,0,40,0
61,13,0,0,50,0
51,11,0,0,50,1
37,9,0,0,40,1
32,13,0,0,35,1
18,10,0,0,40,0
43,9,0,0,40,0
46,14,0,0,38,1
51,14,27828,0,40,1
45,9,0,0,40,0
35,9,0,0,40,0
25,13,0,0,20,0
38,10,0,0,40,0
44,9,0,0,40,0
25,14,2597,0,31,0
22,10,0,0,20,0
46,14,0,0,55,1
40,9,0,0,40,0
48,10,0,0,40,1
56,13,4508,0,40,0
27,13,0,0,40,0
34,11,0,0,40,0
25,9,0,0,40,0
32,10,0,0,44,0
36,13,0,1977,45,1
45,13,0,0,40,0
58,9,0,0,40,0
18,10,0,1602,20,0
58,10,0,0,40,0
36,13,0,1876,44,0
23,1,0,0,15,0
56,13,0,0,40,1
28,14,0,0,50,0
27,10,0,0,55,0
43,9,0,0,40,0
35,9,0,0,40,0
23,9,0,0,40,0
26,13,0,0,40,1
42,9,0,0,40,0
44,14,0,0,40,0
51,10,0,0,40,1
48,13,7298,0,50,1
43,13,0,0,50,0
41,9,0,0,40,0
21,10,0,0,30,0
63,10,0,0,15,0
30,6,0,0,40,0
59,14,0,0,35,1
23,10,0,0,20,0
29,13,0,0,40,0
33,9,0,0,50,0
34,10,0,0,35,0
24,10,0,0,60,0
62,10,0,0,45,1
50,10,0,0,39,0
18,10,0,0,35,0
60,14,0,0,50,1
40,9,0,0,42,0
44,15,0,0,40,1
74,13,0,0,35,0
44,11,0,0,40,0
48,9,0,0,35,0
59,9,0,0,35,0
26,9,5013,0,60,0
41,14,27828,0,50,1
38,10,0,0,50,0
22,12,0,2824,40,1
24,11,0,0,60,0
35,8,0,0,40,0
46,14,0,0,45,1
19,7,0,0,40,0
28,9,0,1740,40,0
31,9,0,0,50,0
64,12,9386,0,45,1
28,10,0,0,40,0
24,10,0,0,60,0
35,7,0,0,50,0
30,12,0,0,40,0
26,10,0,0,48,0
28,9,0,0,55,0
26,14,0,0,30,0
27,9,0,0,40,0
24,10,0,0,60,0
48,6,0,0,30,0
21,10,0,0,37,0
41,10,0,0,40,0
44,9,15024,0,60,1
35,9,7298,0,40,1
46,9,0,0,40,1
52,8,0,0,50,1
64,13,0,0,24,1
27,13,0,0,40,0
51,9,0,0,40,0
22,9,0,0,20,0
35,10,0,0,50,1
60,10,3137,0,46,0
29,13,0,0,45,1
24,13,0,0,40,0
29,10,0,0,45,0
46,11,0,0,38,0
29,11,0,0,40,1
26,9,0,0,48,0
28,9,0,0,40,0
64,13,0,0,5,0
37,11,0,0,6,0
29,10,0,0,55,0
35,10,0,0,40,1
21,10,0,0,30,0
79,10,0,0,20,0
39,13,0,0,40,1
28,9,0,0,40,0
44,10,0,0,40,1
53,9,0,0,35,0
42,9,0,0,40,0
32,9,0,0,40,1
22,9,0,0,37,0
20,9,0,0,12,0
39,9,0,0,52,0
57,13,0,0,48,1
20,10,0,0,10,0
42,13,0,0,40,1
31,12,0,0,50,1
53,9,0,0,40,0
38,12,10520,0,50,1
60,9,4650,0,40,0
38,7,0,0,60,0
36,13,0,0,40,0
50,10,0,0,40,0
41,9,0,0,40,0
24,9,0,0,40,0
46,9,0,0,40,1
38,10,0,0,40,0
47,10,0,0,30,0
31,13,0,0,40,1
34,13,15024,0,70,1
26,9,0,0,50,0
40,10,7298,0,40,1
18,10,0,0,30,0
30,10,0,0,40,0
19,10,0,0,15,0
21,5,0,0,30,0
41,9,0,0,50,0
35,9,0,0,40,0
32,7,0,0,40,0
25,10,0,0,50,0
58,5,0,0,40,0
28,9,0,0,40,0
46,10,0,0,40,0
45,14,0,0,40,1
41,13,0,0,50,1
55,6,0,0,60,0
63,9,0,0,40,0
46,13,0,0,40,1
53,13,0,0,40,1
60,9,7688,0,40,1
32,13,15024,0,45,1
67,3,0,0,40,0
63,9,0,0,40,0
48,10,0,0,70,1
57,9,0,0,52,0
29,13,0,0,35,1
43,9,0,0,45,0
34,9,0,0,40,0
29,13,0,0,50,0
35,9,0,1974,40,0
61,9,0,0,52,1
22,9,0,0,40,0
24,10,0,0,37,0
49,9,0,0,40,0
76,5,0,0,13,0
47,13,0,0,50,1
37,5,0,0,40,0
28,6,0,0,50,0
55,13,0,0,99,0
35,13,0,0,40,0
27,9,0,0,40,0
61,13,0,0,7,1
42,13,0,0,55,1
25,9,0,0,40,0
41,9,0,1485,44,1
27,13,0,0,40,0
30,11,0,0,40,1
30,7,0,0,45,0
40,14,1506,0,40,0
32,9,5178,0,45,1
37,9,0,0,40,0
43,13,0,1902,40,1
23,13,0,0,40,0
44,7,0,0,30,0
35,9,0,1740,40,0
52,13,0,0,40,1
58,6,0,0,8,0
32,10,0,0,50,1
63,15,0,0,30,0
23,9,0,0,30,0
35,7,0,0,40,0
17,5,0,0,40,0
45,9,0,0,40,0
55,10,0,0,70,1
52,3,0,0,40,0
27,10,0,0,30,0
25,9,0,0,40,0
39,14,5178,0,38,1
54,10,0,0,40,1
54,13,0,0,40,0
39,10,0,0,40,0
31,9,0,0,45,0
25,7,0,0,40,0
50,15,99999,0,55,1
43,14,914,0,40,0
25,2,0,0,25,0
23,10,0,0,40,0
37,14,0,0,50,1
24,10,0,0,40,0
74,2,0,0,20,0
54,9,0,0,40,0
33,13,15024,0,50,1
19,10,0,0,25,0
37,14,0,0,40,0
53,10,3137,0,40,0
20,9,0,0,15,0
33,9,0,0,84,1
22,9,0,0,40,0
36,9,0,0,40,0
56,9,0,0,50,0
35,9,2829,0,45,0
66,9,0,0,40,0
62,11,0,0,20,0
36,9,0,0,40,0
29,10,0,0,60,0
35,9,0,0,35,0
48,9,0,0,55,0
42,14,0,1977,40,1
59,14,4787,0,60,1
42,9,0,0,50,0
25,6,0,0,45,0
36,9,0,0,40,0
25,13,0,0,50,0
59,10,0,0,50,0
32,11,0,0,40,0
51,13,0,0,43,0
47,9,0,0,38,1
40,10,0,0,50,1
40,13,0,0,40,0
49,12,0,0,40,0
60,10,0,0,60,0
30,8,0,0,40,0
21,9,0,0,40,0
37,10,0,0,40,0
23,13,0,0,40,0
40,10,0,0,45,0
65,9,9386,0,40,1
37,14,7688,0,50,1
32,4,0,0,40,0
40,13,0,0,40,0
40,9,0,0,24,1
36,10,0,0,37,0
39,9,0,0,50,0
45,10,0,0,40,0
31,9,0,0,75,0
44,10,0,1887,60,1
22,9,0,0,20,0
33,11,0,0,40,0
47,5,0,1719,30,0
29,13,3325,0,10,0
39,13,0,0,40,1
26,9,3464,0,48,0
52,6,0,0,45,0
20,10,0,0,35,0
60,13,8614,0,48,1
23,10,0,0,40,0
17,6,0,0,40,0
37,9,3464,0,50,0
34,9,0,0,8,0
49,13,0,0,60,1
31,7,0,0,65,0
21,10,0,0,40,0
21,10,0,0,40,0
28,10,0,0,55,0
54,9,0,0,40,1
37,7,0,0,40,0
56,5,0,0,40,0
31,9,0,0,40,0
27,10,0,0,35,0
57,9,0,0,40,1
21,10,0,0,40,0
23,5,0,0,40,0
64,9,0,0,40,0
46,10,0,0,40,0
35,9,0,0,45,0
30,9,0,0,75,0
31,5,0,0,40,0
30,9,0,0,40,0
28,13,0,0,60,1
44,10,0,0,60,0
45,9,0,0,40,0
24,13,0,0,50,0
38,13,0,0,50,1
58,4,0,0,40,0
54,13,0,0,40,1
50,9,0,0,40,0
38,10,0,0,40,0
30,13,99999,0,50,1
45,9,0,0,40,0
41,11,0,0,40,0
24,10,0,0,45,0
39,14,1506,0,40,0
21,9,0,0,40,0
40,13,0,0,45,0
38,9,0,0,40,0
50,9,0,0,46,0
23,9,0,0,40,0
42,10,0,0,40,1
40,13,0,0,40,0
74,15,0,0,40,0
44,10,0,0,38,0
21,8,0,0,20,0
52,10,0,0,90,1
25,9,0,0,40,0
45,9,0,0,35,0
19,10,0,0,20,0
28,13,0,0,40,0
18,8,0,0,30,0
25,9,0,0,40,0
25,8,0,0,40,0
17,8,0,0,18,0
58,13,0,0,40,0
44,9,0,0,38,0
41,9,0,0,40,0
56,14,0,0,80,1
56,14,0,0,66,0
58,9,0,0,40,0
18,7,0,0,24,0
63,9,0,1485,40,1
39,13,0,0,60,1
44,10,0,0,58,1
39,9,0,0,16,0
44,10,0,0,35,0
28,9,0,0,40,0
34,9,0,0,48,0
30,13,0,0,40,0
37,9,0,0,40,0
43,10,0,1672,44,0
52,10,7688,0,55,1
56,12,0,0,20,0
27,13,0,0,40,0
26,10,0,0,60,0
41,10,0,0,40,0
55,9,0,0,46,0
58,10,0,0,37,0
37,10,0,0,60,0
37,7,0,0,30,0
17,7,0,0,40,0
26,7,2907,0,50,0
22,12,0,0,60,0
28,9,0,0,51,0
41,10,0,0,44,1
41,11,0,0,40,0
46,10,0,0,42,0
20,10,0,0,40,0
35,13,0,0,60,1
46,10,5178,0,38,1
39,10,15024,0,40,1
51,10,0,0,40,0
65,9,0,0,40,0
47,9,5178,0,40,1
39,13,0,0,30,0
39,9,5455,0,40,0
36,11,0,0,20,0
49,10,0,0,35,0
37,10,0,0,35,0
44,10,0,0,40,0
54,10,0,0,50,0
63,9,0,0,40,0
23,13,0,0,40,0
54,9,5178,0,40,1
63,9,2105,0,40,0
17,7,0,0,16,0
24,13,0,0,30,0
37,13,0,0,37,1
28,10,0,0,40,0
36,10,0,0,56,1
52,16,0,0,40,1
38,9,0,0,40,0
48,1,0,0,40,0
31,5,0,0,60,0
25,12,2354,0,45,0
36,9,0,0,56,0
35,9,0,0,44,0
19,9,0,0,40,0
24,10,0,0,25,0
20,10,0,0,40,0
27,14,0,0,45,0
32,8,0,0,40,0
20,10,0,0,35,0
39,9,0,0,40,0
55,10,0,0,40,1
24,13,0,0,40,0
27,11,0,0,40,0
57,10,0,2258,38,1
51,9,0,0,32,0
46,15,15024,0,40,1
37,4,0,0,50,0
33,13,0,0,40,1
35,3,0,0,40,0
36,10,0,0,40,1
54,9,0,0,20,0
43,12,0,0,45,1
44,11,0,0,40,1
18,9,0,0,25,0
68,10,10605,0,20,1
27,10,0,0,40,0
47,9,0,0,40,0
43,13,0,0,40,0
52,13,0,0,60,1
24,10,0,0,30,0
42,10,0,0,40,1
25,9,0,0,40,0
38,9,0,0,40,0
44,6,0,0,40,0
28,9,0,0,40,0
49,9,0,0,48,1
19,8,0,0,25,0
58,9,0,0,40,0
19,9,0,0,40,0
39,9,0,1887,40,1
47,9,0,0,40,1
51,9,0,0,40,0
18,9,0,0,36,0
24,9,0,0,40,0
38,9,0,0,40,0
45,13,0,0,40,0
48,10,0,0,45,1
21,10,0,1719,30,0
37,7,0,0,50,0
27,10,0,0,30,0
41,13,0,1977,60,1
50,13,0,0,40,0
24,9,0,0,35,0
48,10,0,0,40,0
45,16,7688,0,50,1
60,9,0,0,44,1
30,9,0,0,24,0
30,9,0,0,35,0
45,14,0,0,60,1
19,10,0,0,40,0
58,15,0,1977,50,1
27,12,0,0,52,0
27,13,0,0,45,0
23,2,0,0,36,0
31,9,0,0,40,0
47,14,0,0,40,0
52,13,0,0,50,0
32,9,0,0,5,0
52,6,0,0,41,0
31,9,0,0,54,0
45,4,0,0,48,0
44,10,0,0,40,1
31,9,0,0,37,0
23,10,0,0,45,0
77,9,0,0,14,0
47,9,0,0,60,0
29,9,0,0,40,0
34,13,0,0,40,1
67,13,0,0,40,0
32,9,0,0,40,0
44,13,0,0,32,0
24,9,0,0,40,0
36,5,0,0,40,0
35,9,0,0,40,0
51,10,0,0,12,0
54,12,0,0,30,0
56,10,0,1672,40,0
46,13,99999,0,72,1
30,9,0,1977,15,1
23,13,0,0,30,0
54,10,0,0,48,1
23,9,0,0,40,0
22,13,0,0,40,0
41,9,0,0,50,0
19,10,0,0,10,0
43,10,0,0,99,0
23,10,0,0,40,0
18,10,0,0,30,0
33,14,7688,0,35,1
54,9,0,0,45,0
34,16,0,0,45,1
41,12,0,0,40,0
38,13,0,0,45,1
47,9,0,0,8,1
39,9,7298,0,50,1
56,13,0,0,40,0
45,10,0,0,60,1
53,16,15024,0,60,1
54,9,0,0,50,1
51,10,0,1977,40,1
52,16,0,0,60,1
22,3,0,0,40,0
50,9,0,0,40,0
47,9,0,0,4,0
36,9,0,0,40,0
33,2,0,0,40,0
41,10,0,1887,50,1
27,9,0,0,40,0
18,8,0,0,25,0
49,11,0,0,36,0
66,5,1409,0,1,0
46,10,0,0,40,0
31,11,0,0,40,0
35,9,5178,0,50,1
31,13,4101,0,50,0
27,9,0,0,32,0
48,13,0,0,80,1
42,13,7298,0,45,1
26,12,0,0,40,0
70,6,0,0,45,0
18,9,0,0,40,0
19,10,0,0,40,0
47,9,0,0,50,1
25,9,114,0,40,0
28,13,0,0,40,0
47,15,99999,0,50,1
20,10,0,0,20,0
59,13,0,0,40,1
45,9,0,0,40,1
45,16,0,3004,35,1
34,9,0,0,40,0
38,9,0,0,35,0
50,13,0,1977,40,1
46,9,0,0,40,0
61,15,0,0,40,1
42,13,0,0,48,1
40,13,0,1902,32,1
24,10,0,0,25,0
29,9,0,0,35,0
25,13,0,0,55,0
27,9,0,0,20,0
48,9,0,0,40,0
19,10,0,0,15,0
52,9,0,0,52,1
20,10,0,0,50,0
59,10,0,0,50,1
54,14,0,0,32,1
26,13,0,2002,40,0
54,9,0,0,35,0
41,13,0,0,50,0
37,9,0,0,44,1
21,10,99999,0,40,1
38,10,0,0,40,0
49,15,0,0,45,0
54,9,0,0,40,0
21,9,0,0,55,0
26,14,0,1669,40,0
39,10,2829,0,90,0
60,10,0,0,40,0
36,9,0,0,40,0
45,9,0,0,40,0
31,13,0,0,40,0
48,9,0,0,40,0
58,9,4787,0,39,1
46,11,0,0,36,0
48,14,0,0,40,1
25,9,0,0,40,0
47,9,0,0,25,0
41,13,0,0,35,0
45,13,0,0,40,1
23,6,0,0,40,0
40,9,0,0,63,0
39,9,7298,0,40,1
67,13,0,0,55,0
30,14,0,0,40,0
27,9,0,0,40,0
38,14,0,0,40,1
26,11,0,0,50,0
24,9,0,0,45,1
59,14,0,0,40,0
33,5,0,0,35,0
49,7,0,0,40,0
48,13,5013,0,45,0
50,9,0,0,40,0
68,10,0,0,40,1
18,7,0,0,25,0
55,10,0,0,56,0
39,10,0,0,25,0
24,14,0,0,10,0
41,10,0,0,16,0
23,10,0,0,15,0
51,13,0,0,45,0
20,9,0,0,20,0
22,3,0,0,40,0
38,10,0,0,50,1
32,9,0,0,40,0
19,10,0,0,12,0
21,10,0,0,10,0
61,13,0,0,50,1
23,9,0,0,40,0
25,9,0,0,40,0
36,13,0,0,35,1
66,13,0,0,50,0
30,10,0,0,37,0
46,8,0,0,45,0
20,5,0,0,40,0
20,9,0,0,30,0
56,13,0,0,32,0
37,9,0,0,40,0
56,4,0,0,20,0
45,9,5013,0,40,0
59,16,0,0,50,0
22,10,0,0,20,0
20,9,0,0,40,0
36,10,0,0,40,0
34,11,0,0,64,0
23,13,2174,0,40,0
42,10,0,0,40,0
46,9,0,0,44,0
27,10,0,0,30,0
48,15,0,0,60,1
20,10,0,0,25,0
21,10,0,0,20,0
50,14,0,0,35,0
47,9,0,0,40,1
41,13,0,0,25,1
21,9,0,0,55,0
35,10,0,0,40,0
57,10,0,0,42,0
40,12,0,0,40,0
67,9,0,0,3,0
24,9,0,0,40,0
38,6,0,0,40,0
44,10,0,0,40,0
55,9,0,0,44,0
42,14,0,0,40,1
49,7,0,0,35,0
65,13,0,0,40,1
40,13,0,0,40,0
49,13,27828,0,60,1
63,9,0,0,40,0
66,9,0,0,40,0
29,10,0,0,55,0
26,12,0,0,40,0
20,10,0,0,45,0
50,10,0,0,40,1
31,9,0,0,45,0
27,13,0,0,50,1
45,9,0,0,28,0
36,9,0,0,40,0
37,13,0,1887,40,1
33,14,14084,0,50,1
31,10,0,0,48,0
37,10,0,0,40,0
34,10,0,0,40,0
19,7,0,0,25,0
21,9,0,0,40,0
47,14,0,0,40,1
22,13,0,0,20,0
19,10,0,0,30,0
22,9,0,0,20,0
25,9,0,0,40,0
57,10,3137,0,40,0
32,9,0,0,40,0
44,13,0,0,45,0
24,13,0,0,45,0
48,14,0,0,40,1
26,13,0,0,40,0
20,10,0,0,10,0
18,6,0,0,6,0
59,9,0,0,50,0
77,3,0,0,20,0
55,10,5013,0,52,0
36,9,0,0,40,1
32,10,0,0,40,0
26,13,13550,0,50,1
66,10,0,0,24,0
38,9,0,0,40,1
30,9,0,0,40,0
25,9,0,0,40,0
49,9,0,0,40,0
23,9,0,0,40,0
30,9,0,1669,70,0
22,10,0,0,4,0
22,13,0,0,20,0
40,9,0,0,40,0
38,2,0,0,40,0
62,5,0,0,40,0
31,9,0,0,38,0
40,6,0,0,40,0
21,10,0,0,32,0
40,13,0,0,40,0
17,7,0,0,20,0
43,10,0,0,55,0
60,9,0,0,40,0
40,14,0,0,40,0
28,10,0,0,40,0
19,7,0,0,40,0
30,13,0,0,50,0
42,13,0,0,40,0
60,11,0,0,40,0
35,13,7298,0,40,1
34,13,5178,0,25,1
64,2,0,0,12,0
27,16,0,0,70,0
63,6,0,0,40,0
56,10,0,0,35,0
43,13,0,0,40,0
30,5,0,0,45,0
38,13,0,0,40,0
71,10,3432,0,20,0
29,10,0,0,40,0
43,9,0,0,40,1
23,9,0,0,40,0
61,9,0,0,45,1
42,9,0,0,40,0
29,13,0,1848,60,1
43,10,0,0,40,0
20,10,0,0,40,0
24,10,0,0,45,0
28,9,0,0,25,0
20,10,0,0,40,0
41,9,0,0,40,0
65,6,0,0,22,1
56,10,0,0,35,0
47,9,0,0,35,0
48,14,0,0,40,1
30,10,0,0,44,0
45,11,0,1902,42,1
33,6,0,0,40,0
48,13,0,0,58,1
52,3,0,0,40,0
25,6,0,0,24,0
27,10,0,2377,20,0
25,6,0,0,40,0
23,13,0,0,20,0
50,14,0,1485,40,0
19,8,0,0,20,0
26,10,0,0,40,0
26,13,0,0,20,0
39,9,0,0,40,0
39,12,0,0,50,1
28,8,0,0,40,0
36,10,7688,0,50,1
29,13,0,0,40,0
21,10,0,0,30,0
44,15,0,0,40,1
32,9,0,0,50,0
43,14,0,0,40,1
52,16,0,0,40,1
20,10,0,0,20,0
48,14,0,0,55,1
34,10,0,0,25,0
28,6,0,0,40,0
18,10,0,0,15,0
49,9,0,0,45,0
42,9,0,2042,48,0
24,9,0,0,44,0
51,10,0,0,8,1
20,10,0,0,40,0
31,10,0,0,40,0
62,11,0,0,40,0
49,13,0,625,40,0
56,10,0,0,30,0
27,9,0,0,45,0
25,10,0,0,40,0
53,14,0,0,40,1
30,4,0,0,40,0
24,9,0,0,48,0
44,9,0,0,38,0
59,10,0,0,40,0
44,13,0,0,40,1
41,9,0,0,45,0
31,9,0,0,18,0
17,9,0,0,35,0
46,13,0,0,45,1
17,7,0,0,20,0
26,10,0,0,4,0
35,9,0,0,55,0
67,10,0,2457,40,0
72,13,0,0,3,0
41,9,0,0,40,0
33,12,0,0,40,0
35,10,0,0,40,1
45,9,0,0,50,0
24,9,0,0,50,0
88,15,0,0,40,0
69,7,0,0,48,0
36,9,0,0,40,0
38,13,0,0,40,0
55,9,0,0,45,0
48,11,0,0,40,0
38,7,0,1887,45,1
37,13,0,0,20,1
42,9,0,0,40,0
38,10,0,0,75,0
49,14,0,0,75,0
35,10,0,0,50,0
32,7,0,0,60,0
27,10,0,0,20,0
19,9,0,0,25,0
31,9,0,0,30,0
44,10,0,0,40,0
28,9,0,0,40,0
45,10,0,1887,40,1
25,13,0,0,40,0
46,10,0,0,40,1
33,9,0,0,40,0
34,14,0,0,50,1
40,13,0,0,50,1
51,13,0,0,40,0
26,13,0,0,40,0
31,9,0,0,65,0
34,10,0,0,65,1
60,13,0,0,60,0
47,10,0,0,40,0
27,13,0,1977,50,1
17,7,0,0,28,0
52,9,0,2051,38,0
49,14,0,0,40,1
45,15,0,0,30,1
61,10,0,0,40,0
50,13,0,0,40,1
58,13,0,0,40,0
69,6,0,0,20,0
34,12,0,0,65,0
46,13,0,0,50,1
25,13,0,0,40,0
38,11,0,0,48,1
25,10,0,0,38,0
64,9,0,0,40,0
20,10,0,0,25,0
45,13,0,0,40,1
45,10,7688,0,40,1
56,2,0,0,40,0
59,9,0,0,60,0
22,6,0,0,15,0
36,9,0,0,60,0
44,9,0,0,58,0
46,15,0,0,50,1
43,9,0,0,40,0
70,14,9386,0,30,1
67,10,0,0,25,0
48,9,0,0,40,1
40,9,0,0,40,0
29,11,7298,0,32,1
40,8,0,0,40,0
33,10,0,0,40,0
41,13,0,0,40,0
21,9,0,0,40,0
44,10,0,0,40,0
21,10,0,0,40,0
19,10,0,0,16,0
23,4,0,0,25,0
44,14,0,0,20,1
24,13,0,0,15,0
43,10,0,0,10,0
29,9,0,0,42,0
29,15,0,0,50,0
31,11,0,0,38,0
33,10,0,0,38,0
45,13,0,1977,55,1
51,9,0,0,50,0
22,10,0,0,40,0
23,6,0,0,40,0
46,10,0,0,48,1
36,9,0,0,84,0
44,13,0,0,38,0
20,10,594,0,16,0
18,10,0,0,20,0
40,9,0,0,70,1
48,3,0,0,40,0
55,9,0,0,40,0
55,9,0,0,40,0
31,13,0,0,40,0
32,13,0,0,40,0
20,11,0,0,30,0
29,13,0,0,40,1
48,11,0,0,40,1
44,9,0,1902,40,1
62,10,0,0,35,1
20,10,0,0,40,0
18,8,0,0,25,0
40,9,0,0,60,1
18,9,0,0,25,0
62,9,0,0,65,0
72,5,0,0,20,0
45,9,0,1902,40,1
23,12,0,0,25,0
25,13,0,0,40,0
28,12,0,0,40,0
40,9,0,0,38,0
52,10,0,0,40,1
25,13,0,0,40,0
20,10,0,0,40,0
90,9,0,4356,40,0
75,14,0,0,50,0
52,9,0,2377,40,0
31,9,0,0,40,0
53,9,0,2002,40,0
46,10,0,0,40,0
28,13,0,0,40,0
59,3,0,0,40,0
47,4,0,0,60,1
66,9,0,0,40,0
25,12,0,0,45,0
31,9,0,0,35,0
20,9,0,0,40,0
21,9,0,0,40,0
36,13,0,0,50,1
20,9,0,0,8,0
31,9,0,0,48,1
24,10,0,0,40,0
20,9,0,0,52,0
50,10,0,0,40,0
48,9,0,0,50,1
56,9,0,0,40,0
58,13,0,0,25,0
20,10,0,0,30,0
22,10,0,0,20,0
51,13,0,0,50,1
31,12,0,0,60,0
39,10,0,0,50,1
22,11,0,0,50,0
29,9,0,0,40,1
29,10,0,0,40,0
34,9,0,0,40,0
32,10,0,0,50,0
22,10,0,0,20,0
38,6,0,0,40,0
26,9,0,0,52,1
22,7,0,0,40,0
48,10,0,0,40,1
23,13,0,0,15,0
33,10,0,0,40,0
45,14,0,0,50,1
48,9,4386,0,40,1
19,9,0,0,20,0
27,13,0,0,40,0
33,13,0,0,40,1
61,9,0,0,45,1
31,9,0,0,40,0
28,9,0,0,40,0
29,12,7688,0,45,1
19,10,0,0,40,0
38,11,0,0,40,0
23,8,0,0,25,0
17,7,0,0,20,0
49,10,0,0,40,1
46,9,0,0,40,1
28,13,0,0,40,0
28,10,0,0,40,0
30,13,0,0,70,0
43,8,0,0,40,0
28,13,0,0,40,1
39,10,4787,0,40,1
27,14,0,0,20,0
27,14,0,0,40,0
65,10,0,0,20,0
26,10,0,0,40,0
39,13,0,0,40,0
45,11,3908,0,40,0
58,3,0,0,40,0
57,3,0,0,40,0
51,10,3325,0,40,0
45,9,0,0,40,0
61,13,0,0,40,0
76,15,0,1258,20,0
32,9,0,0,40,1
26,12,0,0,8,0
33,13,0,0,35,0
59,9,0,0,40,0
38,5,0,0,40,0
26,6,0,0,55,0
24,13,0,0,10,0
19,10,0,0,27,0
44,10,0,0,55,0
37,9,0,0,45,0
73,7,0,0,40,0
20,10,0,0,25,0
30,9,0,0,45,0
42,12,0,0,40,0
35,9,0,0,45,0
34,12,0,0,60,0
46,13,0,0,40,0
78,9,2228,0,32,0
27,13,0,0,40,0
27,10,0,0,49,0
44,10,7298,0,45,1
21,12,0,0,10,0
42,11,0,0,40,0
63,7,0,0,22,0
27,9,0,0,32,0
44,9,0,0,20,0
55,9,0,0,40,0
56,15,0,0,16,0
19,10,0,0,15,0
22,10,0,0,40,0
42,3,0,0,40,0
55,6,0,0,29,0
25,9,0,0,35,0
26,9,0,0,78,1
30,14,0,0,45,0
24,10,0,0,20,0
39,13,5013,0,32,0
33,10,0,0,40,0
41,9,0,0,40,0
34,7,0,0,30,0
37,12,0,1887,40,1
25,9,0,0,35,0
51,9,0,0,60,0
38,10,0,0,58,0
19,8,0,0,28,0
60,9,0,0,50,1
37,9,0,0,40,0
51,14,15024,0,40,1
45,13,0,0,50,1
23,5,0,0,40,0
26,13,0,0,45,1
41,9,0,0,40,0
30,9,0,0,40,1
32,10,0,1590,54,0
47,9,0,0,49,1
19,10,0,0,35,0
48,11,0,0,56,1
20,3,0,0,40,0
67,9,0,0,7,0
37,13,7298,0,40,1
54,8,0,0,40,0
49,9,0,1669,40,0
50,13,0,0,35,0
31,10,0,0,50,0
45,9,0,1628,45,0
22,9,0,0,40,0
31,9,0,0,50,0
35,6,0,0,50,0
37,15,0,0,50,1
31,9,0,0,40,0
47,9,0,0,40,1
52,13,0,0,40,1
35,9,0,0,50,0
63,4,0,0,15,0
41,13,7688,0,50,1
65,10,2290,0,40,0
36,9,0,0,40,0
51,9,0,0,56,1
17,7,0,0,15,0
30,10,0,0,30,0
40,14,0,0,40,0
38,9,0,0,40,1
35,10,0,0,40,0
23,9,0,0,35,0
47,10,0,0,40,0
25,6,0,0,24,0
35,8,0,0,40,0
28,10,0,0,40,0
31,13,0,0,40,0
70,9,0,0,5,0
29,9,0,0,44,0
28,10,0,2339,40,0
28,10,0,0,40,0
31,15,14084,0,50,1
71,10,20051,0,40,1
33,9,0,0,42,0
23,10,2597,0,50,0
63,9,0,0,40,0
32,12,0,0,40,0
47,9,5178,0,40,1
47,10,0,0,48,0
56,13,5178,0,44,1
24,9,2597,0,40,0
40,12,0,0,40,1
31,13,0,1977,55,1
44,9,0,0,80,0
26,9,0,0,40,0
24,13,0,0,40,0
22,10,0,0,43,0
29,9,0,0,40,0
31,10,0,0,65,0
34,9,0,0,40,0
43,10,0,0,40,0
